url,POSTING_CARD_GALLERY,CARD_FAV,price_value,price_type,expenses_value,expenses_type,location,POSTING_CARD_FEATURES,description,CARD_VIEWPHONE,CARD_WHATSAPP,CARD_CONTACT_MODAL,address,square_meters_area,rooms,bedrooms,bathrooms,phone,parking
/propiedades/clasificado/veclapin-dueno-vende-departamento-de-ambientes-y-medio-60-m-48140804.html,10,,120000,USD,,,"Centro, Pinamar",60 m² tot.4 amb.2 dorm.2 baños,Dueño vende departamento en pinamar en dúplex (contrafrente) 3 ambientes Y playroom. Planta Principal. Living – Comedor. Amplio balcón. Dormitorio. Baño. Planta Alta. Dormitorio. Playroom. Baño. * opcional: muebles y cochera. ** El edificio cuenta en el subsuelo con cocheras en venta. dueño directo vende departamento 3 amb Y medio en pinamar - zona centro,,WhatsApp,Contactar,Dirección no informada,60,4,2,2,,
/propiedades/clasificado/veclapin-dueno-vende-departamento-zona-centro-de-pinamar-3-48140500.html,8,,160000,USD,,,"Centro, Pinamar",90 m² tot.3 amb.2 dorm.2 baños,Dueño directo – Venta de departamento 3 amb y medio. Departamento en dúplex. Planta Baja. Living – Comedor. Balcón. Cocina completa. 1er) Dormitorio. Baño completo. Planta Alta. Playroom. 2do) Dormitorio. Baño completo. ** Caldera dual ** Calefacción por radiadores ** Edificio con ascensor desde cochera. Metros totales: 90. * opcional: muebles y cochera. ** El edificio cuenta en el subsuelo con cocheras en venta. Dueño vende departamento en Pinamar – Sin comisión,,WhatsApp,Contactar,"Jasón y Av Shaw, Pinamar, Provincia de Buenos Aires",90,3,2,2,,
/propiedades/clasificado/teclapin-dueno-alquilo-o-vendo-monoambiente-en-devoto-45-50717383.html,12,,97000,USD,90000,$,"Villa Devoto, Capital Federal",45 m² tot.1 amb.1 dorm.1 baño1 coch.,"Dueño vende o alquilo Monoambiente 6 piso, contrafrente, de 45 m2, soleado, baño completo, con balcon terraza, con un vestidor, agua caliente central, cocina a gas, sum, parrilla, solarium, cercanía Villa del parque estación de tren y metrobús tiene baulera y posibilidad de cochera cubierta o descubierta sí estoy publicando el departamento",,WhatsApp,Contactar,AV. Beiró,45,1,1,1,,1
/propiedades/clasificado/veclapin-dueno-alquila-o-vende-semipiso-4-amb.-al-frente-54503509.html,18,,174900,USD,,,"Barrio Norte, Capital Federal",78 m² tot.4 amb.3 dorm.1 baño,"Dueño alquila O vende. semipiso 4 ambientes al frente en piso 7 ubicado en barrio norte - apto profesional. ¡Descubre tu nuevo hogar en el corazón de Barrio Norte! *Departamento de Ensueño en Avenida Santa Fe y Libertad* Imagina vivir en un departamento luminoso y espacioso, rodeado de la energía y el encanto de Barrio Norte. Este hermoso departamento de 4 ambientes, ubicado en el piso 7 de un edificio de época, es tu oportunidad de disfrutar de la vida urbana con estilo y comodidad. *Características Destacadas: * - Amplia entrada de luz natural gracias a su orientación al frente del edificio. - Distribución clásica con hall de entrada, 3 habitaciones, baño completo, cocina, habitación de servicio y toilette. - Amplios espacios de guardado: vestidores, alacenas y placares. - Apto profesional para aquellos que necesitan un espacio de trabajo en casa. - Agua central y calefacción central por radiador para una comodidad total. *Ubicación Inmejorable: * - A solo pasos de la Avenida 9 de Julio y su vibrante vida nocturna. - Acceso fácil a transporte público: subte, tren y colectivo. - En el corazón de Barrio Norte, rodeado de restaurantes, tiendas y servicios. *Un Edificio con Historia y Encanto: * - Edificio de época con estilo único y característico. - Buen estado de conservación y gran potencial para personalizar. No dejes pasar esta oportunidad de vivir en uno de los barrios más emblemáticos de la ciudad. ¡Visita este departamento hoy mismo y haz que tus sueños se vuelvan realidad! Ideal para inversión, ponerlo a trabajar en airbnb y asegurarte una renta anual del 10% en dolares. Contacto: Ver datos. Precio: usd 175. 000. condiciones alquiler. 1 mes de depósito. Garantia propietaria en caba o seguro de caución. Ingresos comprobables. ¡Te esperamos!",,WhatsApp,Contactar,Av. Santa Fe,78,4,3,1,,
/propiedades/clasificado/veclapin-excelente-oportunidad!-venta-de-depto-de-4-amb-en-49248030.html,25,,300000,USD,100000,$,"Barrio Norte, Capital Federal",100 m² tot.5 amb.3 dorm.3 baños,"Excelente departamento reciclado a nuevo en Uriburu y M. T. De Alvear. La propiedad se encuentra en un edificio racionalista de excelente categoría y goza de un muy buen mantenimiento. El departamento ofrece tres dormitorios, y tres baños, (uno completo, toilette y baño de servicio con ducha). Ofrece un living-comedor de 10 m x 3. 5 mLa cocina es muy simpatica y cuenta con un comedor diario divino! Los pisos son de parquete y los servicios son centrales (calefacción y agua caliente). La altura de techos es muy alta! Aire acondicionado en todos los ambientes. La unidad se encuentra reciclada a nuevo y en excelente estado, cuenta con una baulera en el subsuelo. Es muy luminoso y apto profesional. Imperdible depto. Gran oportunidad! Edificio de dos departamentos por piso. Diez pisos. Vale la pena conocerlo! Ideal para una familia tipo. O para alguien que desee vivir y trabajar ya que es apto profesional. Expensas 100. 000$ mensualesPara más información, llámanos al: Ver datos. Matricula - 6101 Cucicba. Ezequiel Cucullu. Corredor InmobiliarioMatricula - 6102 Colegio de San Isidro. Lucila Gonzalez BalcarceAviso publicado por Argentina Housing desde Sumaprop.",,,Contactar,Pte. J. E. Uriburu al 1000,100,5,3,3,,
/propiedades/clasificado/veclapin-dueno-vende-departamento-de-2-ambientes-60-m-sup2--48140731.html,5,,105000,USD,,,"Centro, Pinamar",60 m² tot.2 amb.1 dorm.1 baño,Dueño vende departamento de 2 ambientes en zona centro de Pinamar. 60 m2 - Se vende sin muebles - Contra frente. Cuenta con: Living - Comedor. Cocina completa. 1) Dormitorio. Baño completo. Balcón. Cochera cerrada. Edificio con ascensor. ** Caldera dual (agua caliente y radiadores) ** Placards ** Cochera subsuelo con acceso por portón electrónico ** Ascensor. * opcional: muebles y cochera. ** El edificio cuenta en el subsuelo con cocheras en venta. Departamento en venta - dueño directo Pinamar,,WhatsApp,Contactar,Dirección no informada,60,2,1,1,,
/propiedades/clasificado/veclappa-dueno-vende-55443453.html,8,,38000,$,,,"Santos Lugares, Tres de Febrero",30 m² tot.1 amb.1 baño,Mono ambiente contrafrente con balcon en Santos lugares. 2 piso por ascensor. Buena ubicación colectivos y tren estación (Lourdes) Bajas expensas.,,,Contactar,BOB,30,1,,1,,
/propiedades/clasificado/veclappa-dueno-vende-55328844.html,10,,100000,$,,,"Plaza Colón, Centro",65 m² tot.3 amb.2 dorm.1 baño,"Dueño vende. Departamento de 3 ambientes, 2 baños, balcón, vista panorámica, con lavadero, amplios placares empotrados. Todo a la calle en microcentro de Mar del Plata. Muy luminoso.",,,Contactar,Santiago del Estero,65,3,2,1,,
/propiedades/clasificado/veclappa-dueno-vende.-55373036.html,14,,47000,USD,24000,$,"Río Cuarto, Córdoba",60 m² tot.2 amb.1 dorm.1 baño,Departamento exelente zona. Ambientes 3. Cocina. Living comedor. Baño. Dormitorio. Vestidor. Balcon al frente. Expensas 24 mil. Con renta (12 Meses).,,,Contactar,Av. San Martín,60,2,1,1,,
/propiedades/clasificado/veclappa-dueno-vende-55241390.html,16,,45000,USD,37000,$,"Centro, Distrito Centro",42 m² tot.3 amb.1 dorm.1 baño,"Excelente departamento, muy luminoso con ventilación cruzada. A metros de paetonal Córdoba. Entre Rios 868, 4to piso, contrafrente, sin balcón. Edificio Yoia, 50 años de antigüedad, orientación oeste, 10 pisos más terraza. Todos los servicios, sin cochera. Precio negociable. No permuta",,,Contactar,Entre Ríos 868,42,3,1,1,,
/propiedades/clasificado/veclappa-dueno-vende-monoambiente-en-flores-55636018.html,9,,47000,$,70000,$,"Flores Norte, Flores",31 m² tot.1 amb.1 baño,"Excelente monoambiente en plaza flores luz Y sol, cocina separada Y baño completo, conexion de lavarropas, balcon 3 piso contrafrente vista abierta, calefaccion por tiro balanceado, agua caliente por termotanque, placard",,,Contactar,Yerbal 2455,31,1,,1,,
/propiedades/clasificado/veclappa-dueno-directo-vende.-54655243.html,11,,190000,USD,,,"Colegiales, Capital Federal",79 m² tot.3 amb.2 dorm.1 baño1 coch.,"Luminoso tres ambientes pet friendly con cochera cubierta subterránea de 12m2. A través de una puerta blindada, ingresamos a un amplio living comedor, a la derecha se encuentra la cocina con espacio para lavarropas y lavavajillas. Balcón con cerramiento, dos dormitorios y baño con bañera y mampara. Aa frio/calor en todos los ambientes y red de protección en todas la ventanas. Todo el predio cuenta con sistema de vigilancia por video cámaras. Ubicado en una de las mejores zonas del barrio de Colegiales frente a Plaza Mafalda, Mercado de las Pulgas, Polideportivo Colegiales, Supermercado Vea, restoranes y cafés; escuelas públicas y privadas como así también diversos medios de transporte. No te lo pierdas! Concretá tu visita.",,,Contactar,Concepción Arenal 3300,79,3,2,1,,1
/propiedades/clasificado/veclappa-dueno-vende-financia-55609856.html,10,,39000,USD,,,"La Cieneguita, Mendoza",85 m² tot.2 dorm.1 baño1 coch.,Departamento en complejo de 4 departamentos ubicado en primer piso vista frontal contando con un balcon. cocina. living comedor. 2 dormitorios con estanteria. antebaño. baño completo con bañadera. escucho oferta de contado. financiacion propia de hasta 30 %,,,Contactar,Córdoba 1368,85,,2,1,,1
/propiedades/clasificado/veclappa-dueno-vende-propiedad-55609394.html,10,,85000,USD,,,"Colonia Caroya, Córdoba",120 m² tot.8 amb.3 dorm.2 baños1 coch.,Duplex a estrenar ubicado en colonia caroya compuesto por cocina comedor 3 habitaciones 2 baños patio interno balcón y cochera cubierta excelente ubicación.,,,Contactar,Veteranos de malvinas,120,8,3,2,,1
/propiedades/clasificado/veclappa-dueno-vende-monoambiente-con-cochera-55587968.html,17,,30000,USD,45000,$,"Las Palmas, Córdoba",33 m² tot.1 amb.1 baño1 coch.,"Cochera propia con portón automático. Complejo cerrado con parque, espacios con árboles y bancos. Terraza al lado del depto con chulengo. Jaula para tender ropa en el techo. Estacionamiento de motos y bicis. Cocina separada con mucha luz, ventana grande y espacio para lavarropas. Toda la cañería nueva. Ventilación cruzada. Pasillos internos del edificio con ventilación y luz natural",,WhatsApp,Contactar,27 de Abril 4250,33,1,,1,,1
/propiedades/clasificado/veclappa-dueno-directo-vende-55573339.html,21,,320000,USD,161000,$,"Caballito Norte, Caballito",128 m² tot.4 amb.3 dorm.2 baños,"Departamento de 4 ambientes con dependencia de servicio al frente con dos balcones y baulera es un semipiso muy luminoso, tiene hermosos detalles de estilo.. Muy buena ubicación, sobre Av. Acoyte a tres cuadras de Rivadavia, muchos medios de transporte",,,Contactar,Acoyte 300,128,4,3,2,,
/propiedades/clasificado/veclappa-dueno-directo-vende!-55541429.html,13,,79900,USD,,,"Barrio Chino, Belgrano",30 m² tot.1 amb.1 baño,"¡Oportunidad única! Para que ahorres mucho dinero en tu compra. Dueño directo. sin comisión. Departamento moderno, luminoso y cómodo en ubicación excepcional. Comprá este hermoso departamento estudio, Apto profesional en una de las mejores zonas de la ciudad. Este coqueto y luminoso departamento es ideal para quienes buscan vivir cerca de todo lo que necesitan: restaurantes, tiendas, transporte. Perfecto para disfrutar de un espacio moderno, aireado, cómodo, seguro y saludable. Ubicación inmejorable: a solo unas cuadras de Barrancas de Belgrano y a 6 cuadras de los Lagos de Palermo, con cercanía a espacios verdes para disfrutar del aire libre. Características destacadas: * Acceso al edificio con llave electrónica codificada. * Acceso a la unidad con puerta blindada. * Alacena superior y bajo mesada con 4 cajones para un amplio espacio de almacenamiento. * Horno eléctrico para preparar tus recetas favoritas. * Heladera/mini bar para mantener tus bebidas y alimentos frescos. * Anafe con 2 hornallas y horno eléctrico ideales para disfrutar de exquisiteces gourmet. * Placard de 2 puertas con 2 cajones de gran capacidad para tu ropa y accesorios. * Aire acondicionado frío/calor para mantener el ambiente a la temperatura ideal durante todo el año. * Baño completo con bañera para tus baños de inmersión. * Pisos de porcelanato y madera. * Balcón para que tus plantas también sientan el calor de hogar. * Refaccionado a nuevo, Incluyendo caños e instalación eléctrica completa. Precio de venta: U$S 79. 900. sin comision! Dueño directo. Si buscas un lugar luminoso, cómodo, moderno, seguro, saludable y con todos los servicios, ¡no dejes pasar esta oportunidad! Contactanos para agendar tu visita y conocer tu nuevo hogar.",,,Contactar,Montañeses 2100,30,1,,1,,
/propiedades/clasificado/veclappa-duena-vende-monoambiente-en-microcentro-55534040.html,16,,61000,USD,250000,$,"San Nicolás, Capital Federal",23 m² tot.1 baño,"Dueña vende departamento monoambiente ubicado en el microcentro sobre Avenida Corrientes, a una cuadra del Obelisco. Actualmente se renta para huéspedes. Está ubicado en un piso alto con vista panorámica donde se puede apreciar Puerto Madero. El departamento incluye las dos camas, una matrimonial y de una plaza, mesa de luz y una silla. El departamento cuenta con aire acondicionado central y calefacción. Baño completo. Seguridad las 24 horas. Cerradura digital. Expensas $250. 000mil. Cualquier inquietud a su disposición.",,WhatsApp,Contactar,Avenida Corrientes 820,23,,,1,,
/propiedades/clasificado/veclappa-dueno-vende-amoblado-y-equipado-45831304.html,15,,429000,USD,160000,$,"Belgrano C, Belgrano",97 m² tot.2 amb.1 dorm.1 baño1 coch.,"Dueño Directo! Pampa y Libertador 97 m Cochera Quincho Pileta. Espectacular depto ubicado en un 1er piso con balcón aterrazado. Tv led dormitorio y living. Dormitorio con cama queen, baño y antebaño. Cocina con cocina y horno a gas, Ariston 6 hornallas, microondas, heladera con freezer, vajilla, utensilios, electrodomésticos, lavarropas. 2 Aire acondicionado. Calefacción. Cable. Internet wi fi. Edificio con piscina, solarium, seguridad 24 hs. Cochera Y baulera. disponible a partir del 15/07/2025. Excelente ubicación en La Pampa y Av Libertador. Cercano a Barrancas de Belgrano, Barrio Chino, estación Belgrano C",,WhatsApp,Contactar,La Pampa,97,2,1,1,,1
/propiedades/clasificado/veclappa-dueno-vende-departamento-con-jardin-55523576.html,15,,225000,USD,95000,$,"Flores Norte, Flores",214 m² tot.4 amb.3 dorm.1 baño,"Dueño directo vende. Departamento de 3 dormitorios más un cuarto de guardado. Hermoso jardín propio de 131 m2. Baño y toilette, depto en contrafrente, silencioso, lavadero, el living da al jardín",,WhatsApp,Contactar,Bogotá 2700,214,4,3,1,,
/propiedades/clasificado/veclappa-dueno-vende-monoambiente-55517436.html,5,,56000,USD,80000,$,"Villa Crespo, Capital Federal",25 m² tot.1 amb.1 baño,"Luminoso. Recién pintado y plastificado. Estufa de tiro balanceado, cocina y calefon Longvie. Muy buena ubicación cerca de Avenidas Corrientes, Scalabrini Ortíz, Juan B Justo y Subte B",,,Contactar,Velasco 1000,25,1,,1,,
/propiedades/clasificado/veclappa-dueno-directo-vende-54010895.html,18,,97000,USD,,,"Recoleta, Capital Federal",33 m² tot.1 amb.1 baño,"Hermoso Y comodo monoambiente en recoleta, cercano A universidad de palermo - con balcon, super luminoso impecable, se vende totalmente amoblado. Excelente inversion alquiler temporario O arbnb",,WhatsApp,Contactar,Paraguay 2900,33,1,,1,,
/propiedades/clasificado/veclappa-dueno-vende-monoambiente-con-amenities-55440973.html,31,,62900,USD,,,"Flores Sur, Flores",31 m² tot.1 amb.1 baño,"Departamento al contrafrente en la mejor zona de Flores a 500 metros del subte A y a metros de Plaza Misericordia. El edificio tiene pileta, parrilla, sum y lavadero. Seguridad por totem 24hs.",,WhatsApp,Contactar,Avenida Directorio 2123,31,1,,1,,
/propiedades/clasificado/veclappa-dueno-vende-departamento-las-lomitas-49619598.html,35,,229000,USD,170000,$,"Lomas de Zamora, Lomas de Zamora",88 m² tot.3 amb.2 dorm.2 baños,"Dueño vende: Departamento de 3 ambientes en Las Lomitas. Contrafrente con vista al jardín. Cuenta con 2 dormitorios, uno de ellos en suite con ventanas de doble vidrio y con vestidor. 2 baños completos, uno de ellos con toallero secador eléctrico. 1 toilette. Living comedor. Cocina y lavadero. Amplio balcón (9 mtrs2) con parilla propia. Con baulera. Vista al jardín. El departamento cuenta con 88 metros totales y 79 metros cubiertos. Impecable estado. Excelente nivel de luz. Todos los ambientes tienen aire acondicionado. La puerta de ingreso al departamento es blindada. Edificio de 3 pisos, 6 departamentos por piso. Cámaras de seguridad en el complejo. Dos ascensores generosos. El departamento no tiene cochera pero hay opción de alquilar dentro del mismo complejo. El edificio cuenta con pileta climatizada, parque solárium, sum con parilla, gimnasio y juego para niños. Inmejorable zona. *Apto crédito hipotecario. Posesión inmediata. El departamento no tiene cochera, pero hay posibilidad de alquiler en el mismo edificio.",,WhatsApp,Contactar,Cornelio Saavedra 464,88,3,2,2,,
/propiedades/clasificado/veclappa-duena-vende-en-el-corazon-de-la-ciudad-55357011.html,14,,70500,USD,,,"San Nicolás, Capital Federal",35 m² tot.2 amb.1 dorm.1 baño,"Dueña directa vende departamento de 2 ambientes. Super luminoso!! Excelente ventilación. Rodriguez Peña al 400 ( y Av. Corrientes) Apto profesional. Sup 35 mts. Se trata de un depto en piso 12 con ascensor hasta el piso 11, y un piso por escalera. Se ingresa al living de 3 x4 con balcón francés y con aire acondicionado frío-calor. Se sigue por un cómodo pasillo distribuidor, con espacios de guardado, . Desde allí se ingresa por un lado al baño completo con bañera de época y por el otro costado, se ingresa a la habitación de 2, 70 x 3 mts con moderno placard con baulera y ventilador de techo. Todos los ambientes poseen excelente ventilación. Desde el otro lateral, entramos a una amplia cocina con alacenas. En forma separada tiene un lavadero con pileta, conexión para lavarropas y termotanque de 50 lts. Todo en excelente estado de conservación, listo para ingresar y vivir.",,WhatsApp,Contactar,San Nicolás,35,2,1,1,,
/propiedades/clasificado/veclappa-dueno-vende-dpto-centrico-55355083.html,11,,57900,USD,,,"Cuarta Sección, Ciudad de Mendoza",79 m² tot.2 amb.1 dorm.1 baño1 coch.,"Complejo cerrado sobre calle 9 de Julio y Hudson, 4° sección oeste, zona muy tranquila y familiar, Complejo seguro y silencioso. Nuevo impecable, 4 años de antigüedad. Cierre perimetral con cerco eléctrico. Ingreso por portón automatizado. Cochera techada propia en pb. Bajas expensas incluye Aysam ($33. 000) 2 ambientes, antebaño y baño completo. Habitación amplia y luminosa con placares empotrados y gran espacio de guardado. Living comedor de gran ventanal con rejas que otorgan un ambiente amplio, luminoso y seguro con excelente ventilación. Cocina integrada equipada con artefacto de cocina eléctrico, termotanque de 80 litros, amoblamiento completo de cocina, calefacción a gas. Excelente estado de conservación, funcional y cómodo. Ubicación privilegiada en centro de Mendoza, a 1 cuadra de calle San Martin, cercanías de Parque Central y Coto, se encuentra rodeado de supermercados, colegios, veterinarias, estaciones de servicio, centro medico y hospitales, almacenes, Benedetti, restaurantes. Ideal inversión o vivienda/ Alta Rentabilidad. Se encuentra alquilado hasta mayo de 2025. Escritura inmediata. Evalúo permuta por propiedad de mi interés de mayor dimensión.",,WhatsApp,Contactar,9 de Julio & Damián Hudson,79,2,1,1,,1
/propiedades/clasificado/veclappa-dueno-vende-departamento-sin-comision-53757805.html,11,,359000,USD,380000,$,"Coghlan, Capital Federal",160 m² tot.4 amb.3 dorm.3 baños1 coch.,"Dúplex que se destaca por su diseño y luminosidad. Increíbles vistas y ambientes de generosas dimensiones.  Dos amplios dormitorios en suite. Amplia home office (hoy es dormitorio) de 4 x 3 mts que da a terraza propia con parrilla y deck de madera. Living doble altura. Yacuzzi. Toilette.  Dependencia de servicio con baño. Lavadero independiente.  Cortinas de madera eléctricas. Excelentes terminaciones. Calefaccion por piso radiante con caldera independiente. Aire acondicionado frio calor lg art cool.  Cochera fija cubierta en planta baja.  sum para 50 personas con parrilla y aire acondicionado. Solarium y pileta de 8 mts.  Cercanía a estación de subte Congreso de Tucumán. Medios de transporte y muchos colegios. Escucho ofertas!! Acepto permuta por propiedad de mayor valor, diferencia a convenir. Intermediarios abstenerse",,WhatsApp,Contactar,Conesa 2900,160,4,3,3,,1
/propiedades/clasificado/veclappa-dueno-vende-monoambiente-a-estrenar-55325029.html,14,,175000,$,,,"Palermo, Capital Federal",45 m² tot.1 amb.,"Exclusivo monoambiente en la zona de Palermo, edificio om botanica, super cómodo, al frente sobre av. Santa Fe apto vivienda/profesional con amplios Amenities con gran diseño y muy bien pensado, cálido y bien iluminado. Sum/coworking, gimnasio, laundry, salon de yoga, solarium, pileta y parrilla. Todas las instalaciones de lo mejor que hay en el mercado. Excelencia y calidad. Con seguridad las 24hs. Esta cerca del Jardín Botánico, Shopping Alto Palermo, cercano al Parque Las Heras y EcoParque. Transporte público en la zona es sumamente accesible ya que tiene varias líneas de colectivo o Subte ""D""; 12 – 15 – 29 –36 –37 –39 – 64 – 67 – 68 – 92 – 110 – 111 – 128 – 130 – 152 – 160 – 188 – 194, etc. Contacto Ver datos. Agente inmobiliario a abstenerse",,WhatsApp,Contactar,Araoz 2532 y av. Santa Fe,45,1,,,,
/propiedades/clasificado/veclappa-dueno-vende-casa-interna-50844658.html,8,,65000,USD,,,"Lisandro De La Torre, Rosario",135 m² tot.3 amb.2 dorm.1 baño,"Casa interna única pasillo. 1 dormitorio más comodín. Cocina comedor, baño. Jardín alrededor de la casa. Muy luminosa, ventilación cruzada. Instalación eléctrica, de gas y agua nueva. Apta crédito. Lista para escriturar.",,WhatsApp,Contactar,Mario Antelo,135,3,2,1,,
/propiedades/clasificado/veclappa-dueno-vende-hermoso-duplex-55275287.html,6,,48000,USD,10000,$,"San Miguel de Tucumán, Tucuman",47 m² tot.2 amb.1 dorm.1 baño,"Dúplex 1D, con patio, aire acondicionado, escritura, apto para crédito, en ubicación ideal entre zona centro y Yerba Buena, con acceso a transporte público y cocheras en la zona.",,WhatsApp,Contactar,Güemes 42,47,2,1,1,,
/propiedades/clasificado/veclappa-departamento-palermo-dueno-vende-48053269.html,15,,189000,USD,,,"Palermo Viejo, Palermo",60 m² tot.3 amb.2 dorm.1 baño,"Dueño vende, sin comisión, propiedad en excelente ubicación, Shoppings Alto Palermo y Abasto, Universidad de Palermo, zona polo gastronómico y teatral, Subte Líneas D y B. Departamento semipiso a la calle, son aprox 60 m2 totales, muy luminoso, recientemente reciclado(Cocina, Lavadero y Baño a nuevo), Living-comedor y Cocina integrados, amplios placares, Aire Acondicionado. Las medidas y superficies consignadas son aproximadas y al solo efecto orientativo. Los datos definitivos son los que surgirán del titulo de la propiedad y de los comprobantes respaldatorios. La presente oferta de venta está condicionada a la confección del coti por parte del propietario.",,WhatsApp,Contactar,Avenida Coronel Díaz 1400,60,3,2,1,,
/propiedades/clasificado/veclappa-duena-vende-departamento-55241426.html,9,,25000,$,15000,$,"San Miguel de Tucumán, Tucuman",70 m² tot.5 amb.4 dorm.1 baño1 coch.,"El mismo está en un 2do piso, por escalera. Tiene 30 años de antigüedad. Ubicado de norte a sur ventilado y luminoso. Es el barrio Copiat 2. 5 cuadras al sur de la Quinta Agronómica. Es un monoblock, que cuenta con 9 departamento y contá de espacios verdes, comunes en la planta baja.",,WhatsApp,Contactar,Pasaje Aráoz 2070,70,5,4,1,,1
/propiedades/clasificado/veclappa-dueno-vende-premium-point-libertador-55644545.html,16,,110000,USD,150000,$,"Belgrano Chico, Belgrano",34 m² tot.1 amb.1 baño,"Dueño vende Premium Point Libertador. -Departamento monoambiente de 34 metros, en piso 9 ubicado sobre la Av. Libertador. Contrafrente vista abierta. -Aire acondicionado. -Seguridad 24hs. -Piscina. -Gym. -Laundry. -sum para reuniones y espacio de trabajo. Antiguedad 10 años. Apto profesional. apto credito bancario. Para visitar contactar al Ver datos Marina",,WhatsApp,Contactar,Avenida del Libertador 5740,34,1,,1,,
/propiedades/clasificado/veclappa-dueno-vende-dpto-ciudad-jardin-55127636.html,5,,78000,USD,35000,$,"Ciudad Jardín Lomas del Palomar, Tres de Febrero",66 m² tot.3 amb.2 dorm.1 baño,"Dpto en excelente estado, muy luminoso, con vista panorámica desde balcón. Sin edificios altos enfrente. A 2 cuadras del centro de Ciudad Jardin. Escritura inmediata. Cuenta con 2 placares. Tiene parque en común y baulera.",,WhatsApp,Contactar,De los Paraísos 6260,66,3,2,1,,
/propiedades/clasificado/veclappa-dueno-vendo-4-amb.-en-saavedra-55631089.html,6,,140000,USD,120000,$,"Saavedra, Capital Federal",72 m² tot.4 amb.3 dorm.1 baño1 coch.,Dueño vende 4 amb. Cocina. Baño. Toilette. Lavadero Cochera Sorteable anualmente. Todos los ambientes muy luminosos en Saavedra. Recibo 2 amb en la zona en parte de pago y/o Vehiculo Suv modelo 2024/2025.,,,Contactar,Jaramillo,72,4,3,1,,1
/propiedades/clasificado/veclappa-dueno-directo-vende-app-frente-55606569.html,8,,76,$,,,"Centro, Distrito Centro",65 m² tot.3 amb.2 dorm.1 baño,"Excelente aparatamento. Zona centro Rosario. Esquina España y 9 de julio. Frente con vista, sin apartamentos enfrente. Luminoso y ventilado. Piso parquet. Expensas bajas.",,,Contactar,9 de Julio 1600,65,3,2,1,,
/propiedades/clasificado/veclappa-dueno-vende-departamento-paseo-quattro-55584130.html,5,,87000,$,55000,$,"Centro, Villa Carlos Paz",45 m² tot.2 amb.1 dorm.1 baño1 coch.,"Vendo departamento de un dormitorio en villa Carlos paz, zona céntrica, con cochera, ubicación privilegiada. Cuenta con salón de usos múltiples y pileta. Para revisar llamar al Ver datos",,,Contactar,José Hernández 100,45,2,1,1,,1
/propiedades/clasificado/veclappa-dueno-directo-vende-piso-en-caba-55581185.html,12,,110000,USD,100000,$,"Balvanera, Capital Federal",117 m² tot.5 amb.3 dorm.2 baños1 coch.,"Orientación este y oeste - Doble circulación. A 1 cuadra del subte H. Próximo a avenidas importantes y accesos. Gran living y sala de estar. Cocina con comedor completo. 3 habitaciones con piso de parquet en roble y placard de madera. Dos baños completos. 2 balcones corridos al frente y contrafrente. Baulera y lavadero propio. Pasillo de doble circulación, entrada individual y entrada de servicio. Buena iluminación. Apto para vivienda inmediata. Edificio pequeño. Ascensor. Cochera",,,Contactar,Saavedra,117,5,3,2,,1
/propiedades/clasificado/veclappa-vendo-monoambiente-en-burzaco-dueno-directo-54701530.html,11,,47000,USD,,,"Burzaco, Almirante Brown",44 m² tot.1 amb.1 baño,Vendo monoambiente en Burzaco (Quintana esquina Mitre) Edificio de 5 años de antigüedad. Apto crédito hipotecario. Bajas expensas - 21mil pesos (octubre 2024) dueño directo - sin comisiones. 40 metros cuadrados cubiertos (se puede dividir en 2 ambientes) Balcón al frente de 4 metros cuadrados,,,Contactar,Bartolomé Mitre 927,44,1,,1,,
/propiedades/clasificado/veclappa-dueno-vende-monoabiente-palermo-hollywood-55566291.html,7,,97000,USD,,,"Palermo Hollywood, Palermo",36 m² tot.1 amb.1 dorm.1 baño,"Monoambiente con balcon. Contrafrente, vista pulmon de manzana pulmon de manzana. Baño completo con mampara. Excelente estado. Laundry y pileta en terraza",,,Contactar,Avenida Dorrego,36,1,1,1,,
/propiedades/clasificado/veclappa-dueno-vende-monoambiente-sobre-av-corrientes-55564478.html,6,,48000,USD,60000,$,"Balvanera, Capital Federal",31 m² tot.1 amb.1 baño,"El dto. Esta ubicado sobre la Av. Corrientes entre Av. Pueyrredon y el shopping Abasto. El dto. Es apto credito, luminoso y cuenta con balcon al contrafrente. Escucho ofertas!",,WhatsApp,Contactar,Av. Corrientes 2929,31,1,,1,,
/propiedades/clasificado/veclappa-dueno-vende-3-ambientes-luminoso-47329942.html,19,,181000,USD,180000,$,"Belgrano R, Belgrano",69 m² tot.3 amb.2 dorm.2 baños,"Zona residencial inmejorable. Cercanía zona comercial Y residencial. Luminoso semipiso (solo dos departamentos por piso!), edificio de 8 pisos - terraza en el 8vo. Amplia vista al frente. Ubicado a cuatro cuadras de Estación de tren Belgrano R (15’ a Retiro) y a siete cuadras de línea D subte de Juramento. Cuenta con 2 habitaciones (una en suite con baño + vestidor, otra habitación amplia al contrafrente con placard) + 2 baños completos con bañadera + balcón corrido al frente (posibilidad de colocar chulengo) + 2 equipos de aire acondicionado + pisos de parquet en toda la propiedad + cocina con lavadero al frente + living - comedor. Posee amplia baulera propia. No tiene cochera. Expensas: $189. 000 (incluyen agua). No tiene portera, posee empresa d dllmpoeza por lo cual la expensas no varían demasiado.",,,Contactar,Blanco Encalada,69,3,2,2,,
